YYYY-MM,UnitID,Starting Cash,Savings In,Gross Revenue,Mgmt Expense,CapEx Operating,HOA,Insurance,Property Tax,Debt Service (Total),Scheduled Principal,Interest Portion,Ops Net,Rainy Top-Up,Capex Top-Up,Rainy Balance,Capex Balance,Liquidity Required,Liquidity Actual,Liquidity Ratio,Freeze Flag,Accessible Principal,Deployable (Cash+Accessible),Feeder Draw (Net),Feeder Prepay,Purchase: Down Payment,Purchase: Closing Costs,Purchase: Initial Rainy Funding,Purchase Out (Total),New Loan Principal,Loan Balance (End),End Cash,Units Owned
Y1-01,TOTAL,5000.0,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,0.0,271.85,271.85,271.85,1.0,0,0.0,8894.82,0.0,0.0,76698.64,11504.8,0.0,0.0,0.0,0,8894.82,0
Y1-02,TOTAL,8894.82,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,13061.48,0.0,0.0,76887.8,11533.17,0.0,0.0,0.0,0,13061.48,0
Y1-03,TOTAL,13061.48,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,17228.15,0.0,0.0,77077.42,11561.61,0.0,0.0,0.0,0,17228.15,0
Y1-04,TOTAL,17228.15,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,21394.82,0.0,0.0,77267.52,11590.13,0.0,0.0,0.0,0,21394.82,0
Y1-05,TOTAL,21394.82,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,25561.48,0.0,0.0,77458.08,11618.71,0.0,0.0,0.0,0,25561.48,0
Y1-06,TOTAL,25561.48,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,29728.15,0.0,0.0,77649.11,11647.37,0.0,0.0,0.0,0,29728.15,0
Y1-07,TOTAL,29728.15,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,33894.82,0.0,0.0,77840.62,11676.09,0.0,0.0,0.0,0,33894.82,0
Y1-08,TOTAL,33894.82,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,38061.48,0.0,0.0,78032.59,11704.89,0.0,0.0,0.0,0,38061.48,0
Y1-09,TOTAL,38061.48,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,42228.15,0.0,0.0,78225.04,11733.76,0.0,0.0,0.0,0,42228.15,0
Y1-10,TOTAL,42228.15,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,46394.82,0.0,0.0,78417.97,11762.69,0.0,0.0,0.0,0,46394.82,0
Y1-11,TOTAL,46394.82,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,50561.48,0.0,0.0,78611.37,11791.7,0.0,0.0,0.0,0,50561.48,0
Y1-12,TOTAL,50561.48,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,54728.15,0.0,0.0,78805.24,11820.79,0.0,0.0,0.0,0,54728.15,0
Y2-01,TOTAL,54728.15,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,58894.82,0.0,0.0,78375.48,11756.32,0.0,0.0,0.0,0,58894.82,0
Y2-02,TOTAL,58894.82,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,63061.48,0.0,0.0,78568.77,11785.32,0.0,0.0,0.0,0,63061.48,0
Y2-03,TOTAL,63061.48,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,67228.15,0.0,0.0,78762.55,11814.38,0.0,0.0,0.0,0,67228.15,0
Y2-04,TOTAL,67228.15,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,71394.82,0.0,0.0,78956.8,11843.52,0.0,0.0,0.0,0,71394.82,0
Y2-05,TOTAL,71394.82,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,75561.48,0.0,0.0,79151.52,11872.73,0.0,0.0,0.0,0,75561.48,0
Y2-06,TOTAL,75561.48,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,79728.15,0.0,0.0,79346.73,11902.01,0.0,0.0,0.0,0,79728.15,0
Y2-07,TOTAL,79728.15,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,83894.82,0.0,0.0,79542.42,11931.36,0.0,0.0,0.0,0,83894.82,0
Y2-08,TOTAL,83894.82,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,88061.48,0.0,0.0,79738.6,11960.79,0.0,0.0,0.0,0,88061.48,0
Y2-09,TOTAL,88061.48,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.85,271.85,271.85,1.0,0,0.0,92228.15,0.0,302.61,79935.25,11990.29,0.0,91925.54,319741.01,319438.41,0.0,1
Y2-10,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,875.5,233.14,299.76,2095.13,271.67,1823.46,652.4,4819.07,0.0,4819.07,271.85,21293.05,5090.92,0.239088,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319166.73,0.0,1
Y2-11,TOTAL,0.0,4166.67,5362.5,1072.5,268.12,875.5,233.72,300.5,2095.13,273.22,1821.91,517.03,4683.69,0.0,9502.76,271.85,21300.94,9774.61,0.458882,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318893.51,0.0,1
Y2-12,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,875.5,234.3,301.24,2095.13,274.78,1820.35,649.77,4816.44,0.0,14319.2,271.85,21308.84,14591.05,0.684742,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318618.73,0.0,1
Y3-01,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,901.76,234.87,301.98,2095.13,276.35,1818.78,622.19,4788.85,0.0,19108.05,271.85,21474.36,19379.9,0.902467,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318342.38,0.0,1
Y3-02,TOTAL,0.0,4166.67,5005.0,1001.0,250.25,901.76,235.45,302.73,2095.13,277.93,1817.2,218.67,2102.4,0.0,21210.45,271.85,21482.3,21482.3,1.0,0,0.0,2282.94,0.0,2282.94,100327.6,12039.31,0.0,0.0,0.0,315781.51,0.0,1
Y3-03,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,901.76,236.03,303.47,2095.13,292.55,1802.59,619.53,7.96,0.0,21218.42,271.85,21490.27,21490.27,1.0,0,0.0,4778.24,0.0,4778.24,100575.03,12069.0,0.0,0.0,0.0,310710.73,0.0,1
Y3-04,TOTAL,0.0,4166.67,5362.5,1072.5,268.12,901.76,236.62,304.22,2095.13,321.49,1773.64,484.14,7.98,0.0,21226.4,271.85,21498.25,21498.25,1.0,0,0.0,4642.82,0.0,4642.82,100823.08,12098.77,0.0,0.0,0.0,305746.41,0.0,1
Y3-05,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,901.76,237.2,304.97,2095.13,349.83,1745.3,616.87,8.0,0.0,21234.4,271.85,21506.25,21506.25,1.0,0,0.0,4775.53,0.0,4775.53,101071.73,12128.61,0.0,0.0,0.0,300621.05,0.0,1
Y3-06,TOTAL,0.0,4166.67,5362.5,1072.5,268.12,901.76,237.78,305.72,2095.13,379.09,1716.05,481.47,8.02,0.0,21242.43,271.85,21514.28,21514.28,1.0,0,1264.8,5904.92,0.0,4640.11,101321.0,12158.52,0.0,0.0,0.0,295601.85,0.0,1
Y3-07,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,901.76,238.37,306.48,2095.13,407.74,1687.39,614.19,8.04,0.0,21250.47,271.85,21522.32,21522.32,1.0,0,4937.12,9709.93,0.0,4772.82,101570.89,12188.51,0.0,0.0,0.0,290421.29,0.0,1
Y3-08,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,901.76,238.96,307.23,2095.13,437.31,1657.82,612.85,8.06,0.0,21258.53,271.85,21530.38,21530.38,1.0,0,8727.49,13498.94,0.0,4771.45,101821.39,12218.57,0.0,0.0,0.0,285212.53,0.0,1
Y3-09,TOTAL,0.0,4166.67,5362.5,1072.5,268.12,901.76,239.55,307.99,2095.13,467.04,1628.09,477.44,8.08,0.0,21266.61,271.85,21538.46,21538.46,1.0,0,12538.49,17174.52,0.0,4636.02,102072.51,12248.7,0.0,0.0,0.0,280109.46,0.0,1
Y3-10,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,901.76,240.14,308.75,2095.13,496.17,1598.96,610.15,8.1,0.0,21274.72,271.85,21546.57,21546.57,1.0,0,16272.17,21040.88,0.0,4768.72,102324.25,12278.91,0.0,0.0,0.0,274844.57,0.0,1
Y3-11,TOTAL,0.0,4166.67,5362.5,1072.5,268.12,901.76,240.73,309.51,2095.13,526.23,1568.9,474.74,8.12,0.0,21282.84,271.85,21554.69,21554.69,1.0,0,20124.24,24757.52,0.0,4633.28,102576.61,12309.19,0.0,0.0,0.0,269685.06,0.0,1
Y3-12,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,901.76,241.32,310.27,2095.13,555.68,1539.45,607.44,8.14,0.0,21290.98,271.85,21562.83,21562.83,1.0,0,23899.21,28665.17,0.0,4765.96,102829.59,12339.55,0.0,0.0,0.0,264363.42,0.0,1
Y4-01,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,928.82,241.92,311.04,2095.13,586.06,1509.07,579.03,170.48,0.0,21461.46,271.85,21733.31,21733.31,1.0,0,34383.53,38958.74,0.0,4575.21,102205.13,12264.62,0.0,0.0,0.0,259202.14,0.0,1
Y4-02,TOTAL,0.0,4166.67,5005.0,1001.0,250.25,928.82,242.52,311.81,2095.13,615.52,1479.61,175.48,8.18,0.0,21469.64,271.85,21741.49,21741.49,1.0,0,38159.79,42493.75,0.0,4333.96,102457.19,12294.86,0.0,0.0,0.0,254252.66,0.0,1
Y4-03,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,928.82,243.11,312.58,2095.13,643.77,1451.36,576.3,8.2,0.0,21477.85,271.85,21749.7,21749.7,1.0,0,41781.09,46515.85,0.0,4734.76,102709.88,12325.19,0.0,0.0,0.0,248874.13,0.0,1
Y4-04,TOTAL,0.0,4166.67,5362.5,1072.5,268.12,928.82,243.71,313.35,2095.13,674.48,1420.66,440.86,8.22,0.0,21486.07,271.85,21757.92,21757.92,1.0,0,45716.31,50315.61,0.0,4599.31,102963.19,12355.58,0.0,0.0,0.0,243600.35,0.0,1
Y4-05,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,928.82,244.32,314.12,2095.13,704.58,1390.55,573.55,8.24,0.0,21494.31,271.85,21766.16,21766.16,1.0,0,49574.88,54306.86,0.0,4731.98,103217.13,12386.06,0.0,0.0,0.0,238163.79,0.0,1
Y4-06,TOTAL,0.0,4166.67,5362.5,1072.5,268.12,928.82,244.92,314.89,2095.13,735.61,1359.52,438.11,8.26,0.0,21502.58,271.85,21774.43,21774.43,1.0,0,53552.56,58149.07,0.0,4596.52,103471.69,12416.6,0.0,0.0,0.0,232831.66,0.0,1
Y4-07,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,928.82,245.52,315.67,2095.13,766.05,1329.08,570.79,8.28,0.0,21510.86,271.85,21782.71,21782.71,1.0,0,57453.82,62183.0,0.0,4729.18,103726.88,12447.23,0.0,0.0,0.0,227336.43,0.0,1
Y4-08,TOTAL,0.0,4166.67,5541.25,1108.25,277.06,928.82,246.13,316.45,2095.13,797.42,1297.71,569.41,8.3,0.0,21519.16,271.85,21791.01,21791.01,1.0,0,61474.42,66202.2,0.0,4727.77,103982.7,12477.92,0.0,0.0,0.0,221811.24,0.0,1
